"Ano";"Tipo de Emenda";"Autor da emenda";"Número da emenda";"Possui Apoiador/Solicitante?";"Localidade do gasto (Regionalização)";"Função";"Subfunção";"Programa Orçamentário";"Ação Orçamentária";"Plano Orçamentário";"Código da emenda";"Valor empenhado";"Valor liquidado";"Valor pago";"Valor Restos a Pagar Inscritos";"Valor Restos a Pagar Cancelados";"Valor Restos a Pagar Pagos";
"2022";"Emenda Individual - Transferências com Finalidade Definida";"1338 - PAULO RAMOS";"0020";"Não se aplica";"BOM JESUS DO ITABAPOANA - RJ";"Saúde";"Atenção básica";"5019 - ATENCAO PRIMARIA A SAUDE";"2E89 - INCREMENTO TEMPORARIO AO CUSTEIO DOS SERVICOS DE ATENCAO PRIMARIA A SAUDE PARA CUMPRIMENTO DE METAS";"INCREMENTO TEMPORARIO AO CUSTEIO DOS SERVICOS DE ATENCAO PRIMARIA A SAUDE PARA CUMPRIMENTO DE METAS - DESPESAS DIVERSAS";"202213380020";"373.710,00";"373.710,00";"373.710,00";"0,00";"0,00";"0,00";
"2022";"Emenda Individual - Transferências com Finalidade Definida";"4066 - SARGENTO FAHUR";"0009";"Não se aplica";"MÚLTIPLO";"Saúde";"Atenção básica";"5019 - ATENCAO PRIMARIA A SAUDE";"8581 - ESTRUTURACAO DA REDE DE SERVICOS DE ATENCAO PRIMARIA A SAUDE";"ESTRUTURACAO DA REDE DE SERVICOS DE ATENCAO PRIMARIA A SAUDE - DESPESAS DIVERSAS";"202240660009";"376.581,00";"376.581,00";"376.581,00";"0,00";"0,00";"0,00";
"2022";"Emenda Individual - Transferências com Finalidade Definida";"1310 - BENEDITA DA SILVA";"0012";"Não se aplica";"RIO DE JANEIRO - RJ";"Assistência social";"Assistência comunitária";"5031 - PROTECAO SOCIAL NO AMBITO DO SISTEMA UNICO DE ASSISTENCIA SOCIAL (SUAS)";"219G - ESTRUTURACAO DA REDE DE SERVICOS E FORTALECIMENTO DA GESTAO DO SISTEMA UNICO DE ASSISTENCIA SOCIAL (SUAS)";"ESTRUTURACAO DA REDE DE SERVICOS DO SISTEMA UNICO DE ASSISTENCIA SOCIAL (SUAS) - DESPESAS DIVERSAS";"202213100012";"377.301,00";"377.301,00";"377.301,00";"0,00";"0,00";"0,00";
"2022";"Emenda Individual - Transferências com Finalidade Definida";"3036 - ALAN RICK";"0019";"Não se aplica";"EPITACIOLÂNDIA - AC";"Saúde";"Atenção básica";"5019 - ATENCAO PRIMARIA A SAUDE";"8581 - ESTRUTURACAO DA REDE DE SERVICOS DE ATENCAO PRIMARIA A SAUDE";"ESTRUTURACAO DA REDE DE SERVICOS DE ATENCAO PRIMARIA A SAUDE - DESPESAS DIVERSAS";"202230360019";"377.960,00";"0,00";"0,00";"377.960,00";"0,00";"377.960,00";
"2022";"Emenda Individual - Transferências com Finalidade Definida";"4109 - JOSE RICARDO";"0020";"Não se aplica";"AMAZONAS (UF)";"Saúde";"Assistência hospitalar e ambulatorial";"5018 - ATENCAO ESPECIALIZADA A SAUDE";"2E90 - INCREMENTO TEMPORARIO AO CUSTEIO DOS SERVICOS DE ASSISTENCIA HOSPITALAR E AMBULATORIAL PARA CUMPRIMENTO DE METAS";"INCREMENTO TEMPORARIO AO CUSTEIO DOS SERVICOS DE ASSISTENCIA HOSPITALAR E AMBULATORIAL PARA CUMPRIMENTO DE METAS - DESPESAS DIVERSAS";"202241090020";"378.077,00";"0,00";"0,00";"378.077,00";"0,00";"378.077,00";
"2022";"Emenda Individual - Transferências com Finalidade Definida";"2914 - SERGIO PETECAO";"0004";"Não se aplica";"MÚLTIPLO";"Saúde";"Atenção básica";"5019 - ATENCAO PRIMARIA A SAUDE";"8581 - ESTRUTURACAO DA REDE DE SERVICOS DE ATENCAO PRIMARIA A SAUDE";"ESTRUTURACAO DA REDE DE SERVICOS DE ATENCAO PRIMARIA A SAUDE - DESPESAS DIVERSAS";"202229140004";"378.344,00";"349.900,00";"349.900,00";"28.444,00";"0,00";"28.444,00";
"2022";"Emenda Individual - Transferências com Finalidade Definida";"3080 - DANIEL COELHO";"0003";"Não se aplica";"PERNAMBUCO (UF)";"Educação";"Assistência hospitalar e ambulatorial";"5013 - EDUCACAO SUPERIOR - GRADUACAO, POS-GRADUACAO, ENSINO, PESQUISA E EXTENSAO";"20RX - REESTRUTURACAO E MODERNIZACAO DOS HOSPITAIS UNIVERSITARIOS FEDERAIS - REHUF";"REESTRUTURACAO E MODERNIZACAO DOS HOSPITAIS UNIVERSITARIOS FEDERAIS - REHUF - DESPESAS DIVERSAS";"202230800003";"378.448,00";"0,00";"0,00";"378.448,00";"0,00";"378.448,00";
"2022";"Emenda Individual - Transferências com Finalidade Definida";"2796 - ALEXANDRE LEITE";"0005";"Não se aplica";"MÚLTIPLO";"Saúde";"Atenção básica";"5019 - ATENCAO PRIMARIA A SAUDE";"8581 - ESTRUTURACAO DA REDE DE SERVICOS DE ATENCAO PRIMARIA A SAUDE";"ESTRUTURACAO DA REDE DE SERVICOS DE ATENCAO PRIMARIA A SAUDE - DESPESAS DIVERSAS";"202227960005";"378.499,00";"300.000,00";"300.000,00";"78.499,00";"0,00";"78.499,00";
"2022";"Emenda Individual - Transferências com Finalidade Definida";"3954 - DAVID MIRANDA";"0023";"Não se aplica";"Nacional";"Saúde";"Desenvolvimento científico";"5020 - DESENVOLVIMENTO CIENTIFICO, TECNOLOGICO E PRODUTIVO EM SAUDE";"21BF - PESQUISA, DESENVOLVIMENTO TECNOLOGICO E INOVACAO EM SAUDE";"PESQUISA, DESENVOLVIMENTO TECNOLOGICO E INOVACAO EM SAUDE - DESPESAS DIVERSAS";"202239540023";"378.591,00";"0,00";"0,00";"378.591,00";"0,00";"378.591,00";
"2022";"Emenda Individual - Transferências com Finalidade Definida";"2925 - CARMEN ZANOTTO";"0009";"Não se aplica";"LAGES - SC";"Assistência social";"Assistência comunitária";"5031 - PROTECAO SOCIAL NO AMBITO DO SISTEMA UNICO DE ASSISTENCIA SOCIAL (SUAS)";"219G - ESTRUTURACAO DA REDE DE SERVICOS E FORTALECIMENTO DA GESTAO DO SISTEMA UNICO DE ASSISTENCIA SOCIAL (SUAS)";"ESTRUTURACAO DA REDE DE SERVICOS DO SISTEMA UNICO DE ASSISTENCIA SOCIAL (SUAS) - DESPESAS DIVERSAS";"202229250009";"378.775,00";"378.775,00";"378.775,00";"0,00";"0,00";"0,00";
"2022";"Emenda Individual - Transferências com Finalidade Definida";"4059 - PROFESSOR JOZIEL";"0016";"Não se aplica";"SEROPÉDICA - RJ";"Saúde";"Assistência hospitalar e ambulatorial";"5018 - ATENCAO ESPECIALIZADA A SAUDE";"2E90 - INCREMENTO TEMPORARIO AO CUSTEIO DOS SERVICOS DE ASSISTENCIA HOSPITALAR E AMBULATORIAL PARA CUMPRIMENTO DE METAS";"INCREMENTO TEMPORARIO AO CUSTEIO DOS SERVICOS DE ASSISTENCIA HOSPITALAR E AMBULATORIAL PARA CUMPRIMENTO DE METAS - DESPESAS DIVERSAS";"202240590016";"378.901,00";"378.901,00";"378.901,00";"0,00";"0,00";"0,00";
"2022";"Emenda Individual - Transferências com Finalidade Definida";"4100 - GREYCE ELIAS";"0004";"Não se aplica";"MÚLTIPLO";"Assistência social";"Assistência comunitária";"5031 - PROTECAO SOCIAL NO AMBITO DO SISTEMA UNICO DE ASSISTENCIA SOCIAL (SUAS)";"219G - ESTRUTURACAO DA REDE DE SERVICOS E FORTALECIMENTO DA GESTAO DO SISTEMA UNICO DE ASSISTENCIA SOCIAL (SUAS)";"ESTRUTURACAO DA REDE DE SERVICOS DO SISTEMA UNICO DE ASSISTENCIA SOCIAL (SUAS) - DESPESAS DIVERSAS";"202241000004";"379.074,00";"379.074,00";"379.074,00";"0,00";"0,00";"0,00";
"2022";"Emenda Individual - Transferências com Finalidade Definida";"4114 - LUIZ ANTONIO CORREA";"0001";"Não se aplica";"MÚLTIPLO";"Assistência social";"Assistência comunitária";"5031 - PROTECAO SOCIAL NO AMBITO DO SISTEMA UNICO DE ASSISTENCIA SOCIAL (SUAS)";"219G - ESTRUTURACAO DA REDE DE SERVICOS E FORTALECIMENTO DA GESTAO DO SISTEMA UNICO DE ASSISTENCIA SOCIAL (SUAS)";"ESTRUTURACAO DA REDE DE SERVICOS DO SISTEMA UNICO DE ASSISTENCIA SOCIAL (SUAS) - DESPESAS DIVERSAS";"202241140001";"379.088,00";"379.088,00";"379.088,00";"0,00";"0,00";"0,00";
"2022";"Emenda Individual - Transferências com Finalidade Definida";"1418 - NEUCIMAR FRAGA";"0007";"Não se aplica";"ESPÍRITO SANTO (UF)";"Assistência social";"Assistência comunitária";"5032 - REDE DE SUPORTE SOCIAL AO DEPENDENTE QUIMICO: CUIDADOS,PREVENCAO E REINSERCAO SOCIAL";"20R9 - REDUCAO DA DEMANDA DE DROGAS";"REDUCAO DA DEMANDA DE DROGAS - DESPESAS DIVERSAS";"202214180007";"379.089,00";"379.089,00";"379.089,00";"0,00";"0,00";"0,00";
"2022";"Emenda Individual - Transferências com Finalidade Definida";"4185 - JORGINHO MELLO";"0012";"Não se aplica";"SANTA CATARINA (UF)";"Saúde";"Assistência hospitalar e ambulatorial";"5018 - ATENCAO ESPECIALIZADA A SAUDE";"8535 - ESTRUTURACAO DE UNIDADES DE ATENCAO ESPECIALIZADA EM SAUDE";"ESTRUTURACAO DE UNIDADES DE ATENCAO ESPECIALIZADA EM SAUDE - DESPESAS DIVERSAS";"202241850012";"379.568,00";"0,00";"0,00";"379.568,00";"1.750,00";"377.818,00";
"2022";"Emenda Individual - Transferências com Finalidade Definida";"2885 - HUMBERTO COSTA";"0015";"Não se aplica";"PERNAMBUCO (UF)";"Saúde";"Assistência hospitalar e ambulatorial";"5018 - ATENCAO ESPECIALIZADA A SAUDE";"8535 - ESTRUTURACAO DE UNIDADES DE ATENCAO ESPECIALIZADA EM SAUDE";"ESTRUTURACAO DE UNIDADES DE ATENCAO ESPECIALIZADA EM SAUDE - DESPESAS DIVERSAS";"202228850015";"379.619,00";"379.619,00";"379.619,00";"0,00";"0,00";"0,00";
"2022";"Emenda Individual - Transferências com Finalidade Definida";"3166 - CLAUDIO CAJADO";"0001";"Não se aplica";"MÚLTIPLO";"Urbanismo";"infra-estrutura urbana";"2219 - MOBILIDADE URBANA";"00SZ - APOIO AO TRANSPORTE NAO MOTORIZADO";"APOIO AO TRANSPORTE NAO MOTORIZADO";"202231660001";"380.000,00";"0,00";"0,00";"395.175,00";"0,00";"364.825,00";
"2022";"Emenda Individual - Transferências com Finalidade Definida";"3858 - NORMA AYUB";"0012";"Não se aplica";"MÚLTIPLO";"Agricultura";"Promoção da produção agropecuária";"1031 - AGROPECUARIA SUSTENTAVEL";"20ZV - FOMENTO AO SETOR AGROPECUARIO";"FOMENTO AO SETOR AGROPECUARIO - DESPESAS DIVERSAS";"202238580012";"380.000,00";"0,00";"0,00";"380.000,00";"0,00";"380.000,00";
"2022";"Emenda Individual - Transferências com Finalidade Definida";"3805 - WELLINGTON FAGUNDES";"0002";"Não se aplica";"JUSCIMEIRA - MT";"Saúde";"Assistência hospitalar e ambulatorial";"5018 - ATENCAO ESPECIALIZADA A SAUDE";"8535 - ESTRUTURACAO DE UNIDADES DE ATENCAO ESPECIALIZADA EM SAUDE";"ESTRUTURACAO DE UNIDADES DE ATENCAO ESPECIALIZADA EM SAUDE - DESPESAS DIVERSAS";"202238050002";"380.117,00";"380.117,00";"380.117,00";"0,00";"0,00";"0,00";
"2022";"Emenda Individual - Transferências com Finalidade Definida";"3731 - MISAEL VARELLA";"0010";"Não se aplica";"MARTINS SOARES - MG";"Saúde";"Atenção básica";"5019 - ATENCAO PRIMARIA A SAUDE";"2E89 - INCREMENTO TEMPORARIO AO CUSTEIO DOS SERVICOS DE ATENCAO PRIMARIA A SAUDE PARA CUMPRIMENTO DE METAS";"INCREMENTO TEMPORARIO AO CUSTEIO DOS SERVICOS DE ATENCAO PRIMARIA A SAUDE PARA CUMPRIMENTO DE METAS - DESPESAS DIVERSAS";"202237310010";"380.139,00";"380.139,00";"380.139,00";"0,00";"0,00";"0,00";
"2022";"Emenda Individual - Transferências com Finalidade Definida";"4116 - MARCEL VAN HATTEM";"0002";"Não se aplica";"MÚLTIPLO";"Saúde";"Atenção básica";"5019 - ATENCAO PRIMARIA A SAUDE";"2E89 - INCREMENTO TEMPORARIO AO CUSTEIO DOS SERVICOS DE ATENCAO PRIMARIA A SAUDE PARA CUMPRIMENTO DE METAS";"INCREMENTO TEMPORARIO AO CUSTEIO DOS SERVICOS DE ATENCAO PRIMARIA A SAUDE PARA CUMPRIMENTO DE METAS - DESPESAS DIVERSAS";"202241160002";"380.139,00";"0,00";"0,00";"380.139,00";"0,00";"380.139,00";
"2022";"Emenda Individual - Transferências com Finalidade Definida";"2863 - GIOVANI CHERINI";"0004";"Não se aplica";"RIO GRANDE DO SUL (UF)";"Saúde";"Assistência hospitalar e ambulatorial";"5018 - ATENCAO ESPECIALIZADA A SAUDE";"8535 - ESTRUTURACAO DE UNIDADES DE ATENCAO ESPECIALIZADA EM SAUDE";"ESTRUTURACAO DE UNIDADES DE ATENCAO ESPECIALIZADA EM SAUDE - DESPESAS DIVERSAS";"202228630004";"380.241,00";"0,00";"0,00";"447.113,77";"0,00";"313.368,23";
"2022";"Emenda Individual - Transferências com Finalidade Definida";"3955 - DAVID SOARES";"0002";"Não se aplica";"MARÍLIA - SP";"Saúde";"Atenção básica";"5019 - ATENCAO PRIMARIA A SAUDE";"2E89 - INCREMENTO TEMPORARIO AO CUSTEIO DOS SERVICOS DE ATENCAO PRIMARIA A SAUDE PARA CUMPRIMENTO DE METAS";"INCREMENTO TEMPORARIO AO CUSTEIO DOS SERVICOS DE ATENCAO PRIMARIA A SAUDE PARA CUMPRIMENTO DE METAS - DESPESAS DIVERSAS";"202239550002";"380.243,00";"380.243,00";"380.243,00";"0,00";"0,00";"0,00";
"2022";"Emenda Individual - Transferências com Finalidade Definida";"2919 - RANDOLFE RODRIGUES";"0007";"Não se aplica";"AMAPÁ (UF)";"Direitos da cidadania";"Assistência aos povos indígenas";"0617 - PROTECAO E PROMOCAO DOS DIREITOS DOS POVOS INDIGENAS";"21BO - DIREITOS PLURIETNICOS CULTURAIS E SOCIAIS DOS POVOS INDIGENAS";"PROTECAO E PROMOCAO DOS DIREITOS DOS POVOS INDIGENAS - DESPESAS DIVERSAS";"202229190007";"381.140,00";"0,00";"0,00";"381.140,00";"0,00";"381.140,00";
"2022";"Emenda Individual - Transferências com Finalidade Definida";"9060 - GUILHERME DERRITE";"0006";"Não se aplica";"SÃO PAULO (UF)";"Segurança pública";"Policiamento";"5016 - SEGURANCA PUBLICA, COMBATE A CORRUPCAO, AO CRIME ORGANIZADO E AO CRIME VIOLENTO";"21BM - DESENVOLVIMENTO DE POLITICAS DE SEGURANCA PUBLICA, PREVENCAO E ENFRENTAMENTO A CRIMINALIDADE";"DESENVOLVIMENTO DE POLITICAS DE SEGURANCA PUBLICA, PREVENCAO E ENFRENTAMENTO A CRIMINALIDADE - DESPESAS DIVERSAS";"202290600006";"382.000,00";"0,00";"0,00";"385.132,59";"0,00";"378.867,41";
"2022";"Emenda Individual - Transferências com Finalidade Definida";"4160 - MARCELO FREIXO";"0022";"Não se aplica";"RIO DE JANEIRO (UF)";"Educação";"Ensino profissional";"5012 - EDUCACAO PROFISSIONAL E TECNOLOGICA";"20RG - REESTRUTURACAO E MODERNIZACAO DAS INSTITUICOES DA REDE FEDERAL DE EDUCACAO PROFISSIONAL, CIENTIFICA E TECNOLOGICA";"REESTRUTURACAO E MODERNIZACAO DAS INSTITUICOES DA REDE FEDERAL DE EDUCACAO PROFISSIONAL, CIENTIFICA E TECNOLOGICA";"202241600022";"382.450,64";"0,00";"0,00";"382.450,64";"19.047,74";"363.402,90";
"2022";"Emenda Individual - Transferências com Finalidade Definida";"2914 - SERGIO PETECAO";"0012";"Não se aplica";"ACRE (UF)";"Educação";"Ensino profissional";"5012 - EDUCACAO PROFISSIONAL E TECNOLOGICA";"20RL - FUNCIONAMENTO DAS INSTITUICOES DA REDE FEDERAL DE EDUCACAO PROFISSIONAL, CIENTIFICA E TECNOLOGICA";"FUNCIONAMENTO DAS INSTITUICOES DA REDE FEDERAL DE EDUCACAO PROFISSIONAL, CIENTIFICA E TECNOLOGICA - DESPESAS DIVERSAS";"202229140012";"383.511,10";"5.600,00";"0,00";"520.553,60";"0,00";"246.468,60";
"2022";"Emenda Individual - Transferências com Finalidade Definida";"4120 - MARRECA FILHO";"0014";"Não se aplica";"SÃO LUÍS - MA";"Saúde";"Assistência hospitalar e ambulatorial";"5018 - ATENCAO ESPECIALIZADA A SAUDE";"2E90 - INCREMENTO TEMPORARIO AO CUSTEIO DOS SERVICOS DE ASSISTENCIA HOSPITALAR E AMBULATORIAL PARA CUMPRIMENTO DE METAS";"INCREMENTO TEMPORARIO AO CUSTEIO DOS SERVICOS DE ASSISTENCIA HOSPITALAR E AMBULATORIAL PARA CUMPRIMENTO DE METAS - DESPESAS DIVERSAS";"202241200014";"385.365,00";"385.365,00";"385.365,00";"0,00";"0,00";"0,00";
"2022";"Emenda Individual - Transferências com Finalidade Definida";"4144 - ALESSANDRO VIEIRA";"0010";"Não se aplica";"MÚLTIPLO";"Educação";"Educação básica";"5011 - EDUCACAO BASICA DE QUALIDADE";"0509 - APOIO AO DESENVOLVIMENTO DA EDUCACAO BASICA";"APOIO AO DESENVOLVIMENTO DA EDUCACAO BASICA - DESPESAS DIVERSAS";"202241440010";"387.426,08";"0,00";"0,00";"774.852,16";"0,00";"0,00";
"2022";"Emenda Individual - Transferências com Finalidade Definida";"4136 - IZALCI LUCAS";"0016";"Não se aplica";"DISTRITO FEDERAL (UF)";"Assistência social";"Assistência comunitária";"5027 - INCLUSAO PRODUTIVA DE PESSOAS EM SITUACAO DE VULNERABILIDADE SOCIAL";"20GG - PROMOCAO DA INCLUSAO SOCIOECONOMICA DE PESSOAS EM SITUACAO DE VULNERABILIDADE SOCIAL (PROGRAMA ACREDITA NO PRIMEIRO PASSO)";"PROMOCAO DA INCLUSAO PRODUTIVA DE PESSOAS EM SITUACAO DE POBREZA";"202241360016";"389.095,00";"389.095,00";"389.095,00";"0,00";"0,00";"0,00";
"2022";"Emenda Individual - Transferências com Finalidade Definida";"3899 - ADRIANA VENTURA";"0005";"Não se aplica";"SÃO PAULO (UF)";"Educação";"Educação básica";"5011 - EDUCACAO BASICA DE QUALIDADE";"0509 - APOIO AO DESENVOLVIMENTO DA EDUCACAO BASICA";"APOIO AO DESENVOLVIMENTO DA EDUCACAO BASICA - DESPESAS DIVERSAS";"202238990005";"389.977,15";"0,00";"0,00";"779.954,30";"0,00";"0,00";
"2022";"Emenda Individual - Transferências com Finalidade Definida";"3952 - DANIELA DO WAGUINHO";"0009";"Não se aplica";"RIO DE JANEIRO (UF)";"Educação";"Educação básica";"5011 - EDUCACAO BASICA DE QUALIDADE";"0509 - APOIO AO DESENVOLVIMENTO DA EDUCACAO BASICA";"APOIO AO DESENVOLVIMENTO DA EDUCACAO BASICA - DESPESAS DIVERSAS";"202239520009";"390.000,00";"0,00";"0,00";"390.000,00";"0,00";"390.000,00";
"2022";"Emenda Individual - Transferências com Finalidade Definida";"3956 - DELEGADO ANTONIO FURTADO";"0011";"Não se aplica";"RIO DE JANEIRO (UF)";"Assistência social";"Assistência comunitária";"5032 - REDE DE SUPORTE SOCIAL AO DEPENDENTE QUIMICO: CUIDADOS,PREVENCAO E REINSERCAO SOCIAL";"20R9 - REDUCAO DA DEMANDA DE DROGAS";"REDUCAO DA DEMANDA DE DROGAS - DESPESAS DIVERSAS";"202239560011";"390.000,00";"390.000,00";"390.000,00";"0,00";"0,00";"0,00";
"2022";"Emenda Individual - Transferências com Finalidade Definida";"4102 - HELIO LOPES";"0006";"Não se aplica";"RIO DE JANEIRO - RJ";"Defesa nacional";"Atenção básica";"0032 - PROGRAMA DE GESTAO E MANUTENCAO DO PODER EXECUTIVO";"2E74 - ESTRUTURACAO E MODERNIZACAO DE UNIDADES DE SAUDE DAS FORCAS ARMADAS";"ESTRUTURACAO E MODERNIZACAO DE UNIDADES DE SAUDE DAS FORCAS ARMADAS";"202241020006";"391.594,72";"385.075,00";"39.475,00";"352.119,72";"4.035,96";"348.083,76";
"2022";"Emenda Individual - Transferências com Finalidade Definida";"2038 - FLAVIO ARNS";"0010";"Não se aplica";"PARANÁ (UF)";"Educação";"Ensino superior";"5013 - EDUCACAO SUPERIOR - GRADUACAO, POS-GRADUACAO, ENSINO, PESQUISA E EXTENSAO";"20RK - FUNCIONAMENTO DE INSTITUICOES FEDERAIS DE ENSINO SUPERIOR";"FUNCIONAMENTO DE INSTITUICOES FEDERAIS DE ENSINO SUPERIOR - DESPESAS DIVERSAS";"202220380010";"393.038,10";"393.038,10";"366.778,10";"26.260,00";"0,00";"26.260,00";
"2022";"Emenda Individual - Transferências com Finalidade Definida";"2873 - MAURICIO DZIEDRICKI";"0002";"Não se aplica";"MÚLTIPLO";"Saúde";"Assistência hospitalar e ambulatorial";"5018 - ATENCAO ESPECIALIZADA A SAUDE";"8535 - ESTRUTURACAO DE UNIDADES DE ATENCAO ESPECIALIZADA EM SAUDE";"ESTRUTURACAO DE UNIDADES DE ATENCAO ESPECIALIZADA EM SAUDE - DESPESAS DIVERSAS";"202228730002";"393.205,00";"150.000,00";"150.000,00";"359.696,70";"0,00";"126.713,30";
"2022";"Emenda Individual - Transferências com Finalidade Definida";"3954 - DAVID MIRANDA";"0008";"Não se aplica";"RIO DE JANEIRO - RJ";"Educação";"Educação básica";"5011 - EDUCACAO BASICA DE QUALIDADE";"20RP - APOIO A INFRAESTRUTURA PARA A EDUCACAO BASICA";"APOIO A INFRAESTRUTURA PARA A EDUCACAO BASICA - DESPESAS DIVERSAS";"202239540008";"393.707,41";"0,00";"0,00";"787.414,82";"0,00";"0,00";
"2022";"Emenda Individual - Transferências com Finalidade Definida";"3946 - CORONEL TADEU";"0008";"Não se aplica";"MÚLTIPLO";"Assistência social";"Assistência comunitária";"5032 - REDE DE SUPORTE SOCIAL AO DEPENDENTE QUIMICO: CUIDADOS,PREVENCAO E REINSERCAO SOCIAL";"20R9 - REDUCAO DA DEMANDA DE DROGAS";"REDUCAO DA DEMANDA DE DROGAS - DESPESAS DIVERSAS";"202239460008";"395.799,00";"255.546,00";"255.546,00";"140.253,00";"22.966,50";"117.286,50";
"2022";"Emenda Individual - Transferências com Finalidade Definida";"4077 - ZE VITOR";"0001";"Não se aplica";"Nacional";"Defesa nacional";"Defesa terrestre";"6012 - DEFESA NACIONAL";"21A0 - APRESTAMENTO DAS FORCAS - MANUTENCAO DA PRONTIDAO E DA CAPACIDADE OPERATIVA";"APRESTAMENTO DAS FORCAS - MANUTENCAO DA PRONTIDAO E DA CAPACIDADE OPERATIVA - DESPESAS DIVERSAS";"202240770001";"396.600,00";"0,00";"0,00";"396.600,00";"0,00";"396.600,00";
"2022";"Emenda Individual - Transferências com Finalidade Definida";"4164 - NICOLETTI";"0015";"Não se aplica";"MÚLTIPLO";"Saúde";"Vigilância epidemiológica";"5023 - VIGILANCIA EM SAUDE";"20YJ - FORTALECIMENTO DO SISTEMA NACIONAL DE VIGILANCIA EM SAUDE E AMBIENTE";"FORTALECIMENTO DO SISTEMA NACIONAL DE VIGILANCIA EM SAUDE - DESPESAS DIVERSAS";"202241640015";"396.607,00";"97.208,00";"97.208,00";"299.399,00";"0,00";"299.399,00";
"2022";"Emenda Individual - Transferências com Finalidade Definida";"4200 - RICARDO SILVA";"0005";"Não se aplica";"SÃO PAULO (UF)";"Assistência social";"Assistência comunitária";"5032 - REDE DE SUPORTE SOCIAL AO DEPENDENTE QUIMICO: CUIDADOS,PREVENCAO E REINSERCAO SOCIAL";"20R9 - REDUCAO DA DEMANDA DE DROGAS";"REDUCAO DA DEMANDA DE DROGAS - DESPESAS DIVERSAS";"202242000005";"396.996,00";"180.000,00";"180.000,00";"216.996,00";"0,00";"216.996,00";
"2022";"Emenda Individual - Transferências com Finalidade Definida";"2862 - BOHN GASS";"0008";"Não se aplica";"RIO GRANDE DO SUL (UF)";"Educação";"Ensino profissional";"5012 - EDUCACAO PROFISSIONAL E TECNOLOGICA";"20RL - FUNCIONAMENTO DAS INSTITUICOES DA REDE FEDERAL DE EDUCACAO PROFISSIONAL, CIENTIFICA E TECNOLOGICA";"FUNCIONAMENTO DAS INSTITUICOES DA REDE FEDERAL DE EDUCACAO PROFISSIONAL, CIENTIFICA E TECNOLOGICA";"202228620008";"397.107,89";"129.749,96";"84.589,52";"312.518,37";"21.408,70";"291.109,67";
"2022";"Emenda Individual - Transferências com Finalidade Definida";"2719 - DANILO CABRAL";"0005";"Não se aplica";"PERNAMBUCO (UF)";"Educação";"Ensino superior";"5013 - EDUCACAO SUPERIOR - GRADUACAO, POS-GRADUACAO, ENSINO, PESQUISA E EXTENSAO";"20RK - FUNCIONAMENTO DE INSTITUICOES FEDERAIS DE ENSINO SUPERIOR";"FUNCIONAMENTO DE INSTITUICOES FEDERAIS DE ENSINO SUPERIOR - DESPESAS DIVERSAS";"202227190005";"397.277,96";"235.627,34";"119.501,34";"277.776,62";"0,00";"277.776,62";
"2022";"Emenda Individual - Transferências com Finalidade Definida";"3899 - ADRIANA VENTURA";"0003";"Não se aplica";"Nacional";"Direitos da cidadania";"Direitos individuais, coletivos e difusos";"5034 - PROTECAO A VIDA, FORTALECIMENTO DA FAMILIA, PROMOCAO E DEFESA DOS DIREITOS HUMANOS PARA TODOS";"21AS - FORTALECIMENTO DA FAMILIA";"FORTALECIMENTO DA FAMILIA";"202238990003";"397.589,11";"278.063,22";"278.063,22";"119.779,67";"0,00";"119.272,11";
"2022";"Emenda Individual - Transferências com Finalidade Definida";"3930 - CARLOS JORDY";"0001";"Não se aplica";"PATY DO ALFERES - RJ";"Saúde";"Assistência hospitalar e ambulatorial";"5018 - ATENCAO ESPECIALIZADA A SAUDE";"8535 - ESTRUTURACAO DE UNIDADES DE ATENCAO ESPECIALIZADA EM SAUDE";"ESTRUTURACAO DE UNIDADES DE ATENCAO ESPECIALIZADA EM SAUDE - DESPESAS DIVERSAS";"202239300001";"397.748,00";"38.600,00";"38.600,00";"359.148,00";"0,00";"359.148,00";
"2022";"Emenda Individual - Transferências com Finalidade Definida";"4113 - LIZIANE BAYER";"0001";"Não se aplica";"RIO GRANDE DO SUL (UF)";"Direitos da cidadania";"Direitos individuais, coletivos e difusos";"5034 - PROTECAO A VIDA, FORTALECIMENTO DA FAMILIA, PROMOCAO E DEFESA DOS DIREITOS HUMANOS PARA TODOS";"21AR - PROMOCAO E DEFESA DE DIREITOS HUMANOS PARA TODOS";"PROMOCAO E DEFESA DE DIREITOS HUMANOS PARA TODOS - DESPESAS DIVERSAS";"202241130001";"398.096,00";"0,00";"0,00";"398.096,00";"0,00";"398.096,00";
"2022";"Emenda Individual - Transferências com Finalidade Definida";"2855 - PEDRO UCZAI";"0015";"Não se aplica";"Nacional";"Direitos da cidadania";"Assistência aos povos indígenas";"0617 - PROTECAO E PROMOCAO DOS DIREITOS DOS POVOS INDIGENAS";"21BO - DIREITOS PLURIETNICOS CULTURAIS E SOCIAIS DOS POVOS INDIGENAS";"PROTECAO E PROMOCAO DOS DIREITOS DOS POVOS INDIGENAS - DESPESAS DIVERSAS";"202228550015";"398.816,00";"289.900,00";"289.900,00";"108.916,00";"0,00";"108.916,00";
