"Ano";"Tipo de Emenda";"Autor da emenda";"Número da emenda";"Possui Apoiador/Solicitante?";"Localidade do gasto (Regionalização)";"Função";"Subfunção";"Programa Orçamentário";"Ação Orçamentária";"Plano Orçamentário";"Código da emenda";"Valor empenhado";"Valor liquidado";"Valor pago";"Valor Restos a Pagar Inscritos";"Valor Restos a Pagar Cancelados";"Valor Restos a Pagar Pagos";
"2022";"Emenda Individual - Transferências com Finalidade Definida";"3893 - MARCIO JERRY";"0012";"Não se aplica";"SÃO RAIMUNDO DAS MANGABEIRAS - MA";"Educação";"Ensino profissional";"5012 - EDUCACAO PROFISSIONAL E TECNOLOGICA";"20RG - REESTRUTURACAO E MODERNIZACAO DAS INSTITUICOES DA REDE FEDERAL DE EDUCACAO PROFISSIONAL, CIENTIFICA E TECNOLOGICA";"REESTRUTURACAO E MODERNIZACAO DAS INSTITUICOES DA REDE FEDERAL DE EDUCACAO PROFISSIONAL, CIENTIFICA E TECNOLOGICA - DESPESAS DIVERSAS";"202238930012";"98.641,40";"0,00";"0,00";"98.641,40";"0,00";"98.641,40";
"2022";"Emenda Individual - Transferências com Finalidade Definida";"2083 - ANDRE FIGUEIREDO";"0004";"Não se aplica";"CEARÁ (UF)";"Educação";"Ensino superior";"5013 - EDUCACAO SUPERIOR - GRADUACAO, POS-GRADUACAO, ENSINO, PESQUISA E EXTENSAO";"20RK - FUNCIONAMENTO DE INSTITUICOES FEDERAIS DE ENSINO SUPERIOR";"FUNCIONAMENTO DE INSTITUICOES FEDERAIS DE ENSINO SUPERIOR - DESPESAS DIVERSAS";"202220830004";"98.667,96";"97.684,99";"90.309,54";"8.358,42";"0,68";"8.357,74";
"2022";"Emenda Individual - Transferências com Finalidade Definida";"2388 - CLEBER VERDE";"0006";"Não se aplica";"MARANHÃO (UF)";"Educação";"Ensino profissional";"5012 - EDUCACAO PROFISSIONAL E TECNOLOGICA";"20RG - REESTRUTURACAO E MODERNIZACAO DAS INSTITUICOES DA REDE FEDERAL DE EDUCACAO PROFISSIONAL, CIENTIFICA E TECNOLOGICA";"REESTRUTURACAO E MODERNIZACAO DAS INSTITUICOES DA REDE FEDERAL DE EDUCACAO PROFISSIONAL, CIENTIFICA E TECNOLOGICA - DESPESAS DIVERSAS";"202223880006";"98.671,64";"12.218,64";"0,00";"98.671,64";"0,00";"98.671,64";
"2022";"Emenda Individual - Transferências com Finalidade Definida";"1997 - VICENTINHO";"0009";"Não se aplica";"SÃO PAULO (UF)";"Educação";"Educação básica";"5011 - EDUCACAO BASICA DE QUALIDADE";"0509 - APOIO AO DESENVOLVIMENTO DA EDUCACAO BASICA";"APOIO AO DESENVOLVIMENTO DA EDUCACAO BASICA - DESPESAS DIVERSAS";"202219970009";"99.016,93";"0,00";"0,00";"198.033,86";"0,00";"0,00";
"2022";"Emenda Individual - Transferências com Finalidade Definida";"4086 - SORAYA THRONICKE";"0007";"Não se aplica";"Nacional";"Defesa nacional";"Defesa naval";"6012 - DEFESA NACIONAL";"219D - ADEQUACAO DE ATIVOS DE INFRAESTRUTURA DAS ORGANIZACOES MILITARES";"ADEQUACAO DE ATIVOS DE INFRAESTRUTURA DAS ORGANIZACOES MILITARES - DESPESAS DIVERSAS";"202240860007";"99.145,10";"99.145,10";"85.082,00";"14.063,10";"0,00";"14.063,10";
"2022";"Emenda Individual - Transferências com Finalidade Definida";"3942 - CHRIS TONIETTO";"0018";"Não se aplica";"Nacional";"Defesa nacional";"Administração geral";"0032 - PROGRAMA DE GESTAO E MANUTENCAO DO PODER EXECUTIVO";"2000 - ADMINISTRACAO DA UNIDADE";"ADMINISTRACAO DA UNIDADE - DESPESAS DIVERSAS";"202239420018";"99.294,91";"99.294,41";"0,00";"99.294,91";"0,50";"99.294,41";
"2022";"Emenda Individual - Transferências com Finalidade Definida";"2210 - ESPERIDIAO AMIN";"0004";"Não se aplica";"Nacional";"Defesa nacional";"Defesa terrestre";"6012 - DEFESA NACIONAL";"21A0 - APRESTAMENTO DAS FORCAS - MANUTENCAO DA PRONTIDAO E DA CAPACIDADE OPERATIVA";"APRESTAMENTO DAS FORCAS - MANUTENCAO DA PRONTIDAO E DA CAPACIDADE OPERATIVA - DESPESAS DIVERSAS";"202222100004";"99.338,32";"40.802,32";"40.802,32";"58.536,00";"0,00";"58.536,00";
"2022";"Emenda Individual - Transferências com Finalidade Definida";"4212 - JOSIVALDO JP";"0007";"Não se aplica";"MARANHÃO (UF)";"Educação";"Ensino profissional";"5012 - EDUCACAO PROFISSIONAL E TECNOLOGICA";"20RG - REESTRUTURACAO E MODERNIZACAO DAS INSTITUICOES DA REDE FEDERAL DE EDUCACAO PROFISSIONAL, CIENTIFICA E TECNOLOGICA";"REESTRUTURACAO E MODERNIZACAO DAS INSTITUICOES DA REDE FEDERAL DE EDUCACAO PROFISSIONAL, CIENTIFICA E TECNOLOGICA - DESPESAS DIVERSAS";"202242120007";"99.341,50";"0,00";"0,00";"99.341,50";"0,00";"99.341,50";
"2022";"Emenda Individual - Transferências com Finalidade Definida";"3944 - CORONEL ARMANDO";"0016";"Não se aplica";"Nacional";"Defesa nacional";"Administração geral";"0032 - PROGRAMA DE GESTAO E MANUTENCAO DO PODER EXECUTIVO";"2000 - ADMINISTRACAO DA UNIDADE";"ADMINISTRACAO DA UNIDADE - DESPESAS DIVERSAS";"202239440016";"99.351,89";"99.351,89";"98.181,80";"1.170,09";"0,00";"1.170,09";
"2022";"Emenda Individual - Transferências com Finalidade Definida";"3893 - MARCIO JERRY";"0009";"Não se aplica";"IMPERATRIZ - MA";"Educação";"Ensino profissional";"5012 - EDUCACAO PROFISSIONAL E TECNOLOGICA";"20RG - REESTRUTURACAO E MODERNIZACAO DAS INSTITUICOES DA REDE FEDERAL DE EDUCACAO PROFISSIONAL, CIENTIFICA E TECNOLOGICA";"REESTRUTURACAO E MODERNIZACAO DAS INSTITUICOES DA REDE FEDERAL DE EDUCACAO PROFISSIONAL, CIENTIFICA E TECNOLOGICA - DESPESAS DIVERSAS";"202238930009";"99.401,01";"99.103,29";"0,00";"99.401,01";"0,00";"99.401,01";
"2022";"Emenda Individual - Transferências com Finalidade Definida";"2388 - CLEBER VERDE";"0005";"Não se aplica";"MARANHÃO (UF)";"Educação";"Ensino profissional";"5012 - EDUCACAO PROFISSIONAL E TECNOLOGICA";"20RG - REESTRUTURACAO E MODERNIZACAO DAS INSTITUICOES DA REDE FEDERAL DE EDUCACAO PROFISSIONAL, CIENTIFICA E TECNOLOGICA";"REESTRUTURACAO E MODERNIZACAO DAS INSTITUICOES DA REDE FEDERAL DE EDUCACAO PROFISSIONAL, CIENTIFICA E TECNOLOGICA - DESPESAS DIVERSAS";"202223880005";"99.428,86";"65.508,00";"53.608,00";"45.820,86";"0,00";"45.820,86";
"2022";"Emenda Individual - Transferências com Finalidade Definida";"3758 - RUBENS PEREIRA JUNIOR";"0006";"Não se aplica";"MARANHÃO (UF)";"Educação";"Ensino profissional";"5012 - EDUCACAO PROFISSIONAL E TECNOLOGICA";"20RG - REESTRUTURACAO E MODERNIZACAO DAS INSTITUICOES DA REDE FEDERAL DE EDUCACAO PROFISSIONAL, CIENTIFICA E TECNOLOGICA";"REESTRUTURACAO E MODERNIZACAO DAS INSTITUICOES DA REDE FEDERAL DE EDUCACAO PROFISSIONAL, CIENTIFICA E TECNOLOGICA - DESPESAS DIVERSAS";"202237580006";"99.492,71";"54.059,18";"0,00";"102.382,71";"0,00";"96.602,71";
"2022";"Emenda Individual - Transferências com Finalidade Definida";"2457 - RAUL HENRY";"0006";"Não se aplica";"PERNAMBUCO (UF)";"Agricultura";"Abastecimento";"1031 - AGROPECUARIA SUSTENTAVEL";"20Y7 - DESENVOLVIMENTO DO ABASTECIMENTO AGROALIMENTAR";"DESENVOLVIMENTO DO ABASTECIMENTO AGROALIMENTAR - DESPESAS DIVERSAS";"202224570006";"99.511,34";"52.756,92";"42.203,10";"57.308,24";"5.100,00";"52.208,24";
"2022";"Emenda Individual - Transferências com Finalidade Definida";"3893 - MARCIO JERRY";"0010";"Não se aplica";"PORTO FRANCO - MA";"Educação";"Ensino profissional";"5012 - EDUCACAO PROFISSIONAL E TECNOLOGICA";"20RG - REESTRUTURACAO E MODERNIZACAO DAS INSTITUICOES DA REDE FEDERAL DE EDUCACAO PROFISSIONAL, CIENTIFICA E TECNOLOGICA";"REESTRUTURACAO E MODERNIZACAO DAS INSTITUICOES DA REDE FEDERAL DE EDUCACAO PROFISSIONAL, CIENTIFICA E TECNOLOGICA - DESPESAS DIVERSAS";"202238930010";"99.516,00";"0,00";"0,00";"99.516,00";"0,00";"99.516,00";
"2022";"Emenda Individual - Transferências com Finalidade Definida";"4101 - GUSTINHO RIBEIRO";"0003";"Não se aplica";"Nacional";"Defesa nacional";"Administração geral";"0032 - PROGRAMA DE GESTAO E MANUTENCAO DO PODER EXECUTIVO";"2000 - ADMINISTRACAO DA UNIDADE";"ADMINISTRACAO DA UNIDADE - DESPESAS DIVERSAS";"202241010003";"99.644,92";"99.644,92";"99.644,92";"0,00";"0,00";"0,00";
"2022";"Emenda Individual - Transferências com Finalidade Definida";"3944 - CORONEL ARMANDO";"0015";"Não se aplica";"Nacional";"Defesa nacional";"Administração geral";"0032 - PROGRAMA DE GESTAO E MANUTENCAO DO PODER EXECUTIVO";"2000 - ADMINISTRACAO DA UNIDADE";"ADMINISTRACAO DA UNIDADE - DESPESAS DIVERSAS";"202239440015";"99.706,04";"89.030,60";"74.463,80";"25.242,24";"0,00";"25.242,24";
"2022";"Emenda Individual - Transferências com Finalidade Definida";"2867 - MARCON";"0005";"Não se aplica";"RIO GRANDE DO SUL (UF)";"Trabalho";"Fomento ao trabalho";"5027 - INCLUSAO PRODUTIVA DE PESSOAS EM SITUACAO DE VULNERABILIDADE SOCIAL";"215F - FOMENTO E FORTALECIMENTO DA ECONOMIA SOLIDARIA, ASSOCIATIVISMO E COOPERATIVISMO";"FOMENTO E FORTALECIMENTO DA ECONOMIA SOLIDARIA, ASSOCIATIVISMO E COOPERATIVISMO - DESPESAS DIVERSAS";"202228670005";"99.724,38";"10.572,05";"174,00";"99.550,38";"0,00";"99.550,38";
"2022";"Emenda Individual - Transferências com Finalidade Definida";"4212 - JOSIVALDO JP";"0009";"Não se aplica";"MARANHÃO (UF)";"Educação";"Ensino profissional";"5012 - EDUCACAO PROFISSIONAL E TECNOLOGICA";"20RG - REESTRUTURACAO E MODERNIZACAO DAS INSTITUICOES DA REDE FEDERAL DE EDUCACAO PROFISSIONAL, CIENTIFICA E TECNOLOGICA";"REESTRUTURACAO E MODERNIZACAO DAS INSTITUICOES DA REDE FEDERAL DE EDUCACAO PROFISSIONAL, CIENTIFICA E TECNOLOGICA - DESPESAS DIVERSAS";"202242120009";"99.725,00";"99.725,00";"0,00";"99.725,00";"0,00";"99.725,00";
"2022";"Emenda Individual - Transferências com Finalidade Definida";"4064 - ROGERIO CORREIA";"0010";"Não se aplica";"MONTES CLAROS - MG";"Educação";"Ensino superior";"5013 - EDUCACAO SUPERIOR - GRADUACAO, POS-GRADUACAO, ENSINO, PESQUISA E EXTENSAO";"20RK - FUNCIONAMENTO DE INSTITUICOES FEDERAIS DE ENSINO SUPERIOR";"FUNCIONAMENTO DE INSTITUICOES FEDERAIS DE ENSINO SUPERIOR - DESPESAS DIVERSAS";"202240640010";"99.765,00";"0,00";"0,00";"99.765,00";"0,00";"99.765,00";
"2022";"Emenda Individual - Transferências com Finalidade Definida";"3893 - MARCIO JERRY";"0007";"Não se aplica";"BURITICUPU - MA";"Educação";"Ensino profissional";"5012 - EDUCACAO PROFISSIONAL E TECNOLOGICA";"20RG - REESTRUTURACAO E MODERNIZACAO DAS INSTITUICOES DA REDE FEDERAL DE EDUCACAO PROFISSIONAL, CIENTIFICA E TECNOLOGICA";"REESTRUTURACAO E MODERNIZACAO DAS INSTITUICOES DA REDE FEDERAL DE EDUCACAO PROFISSIONAL, CIENTIFICA E TECNOLOGICA - DESPESAS DIVERSAS";"202238930007";"99.766,00";"16.035,00";"0,00";"99.766,00";"1.494,00";"98.272,00";
"2022";"Emenda Individual - Transferências com Finalidade Definida";"4163 - NATALIA BONAVIDES";"0011";"Não se aplica";"RIO GRANDE DO NORTE (UF)";"Educação";"Ensino superior";"5013 - EDUCACAO SUPERIOR - GRADUACAO, POS-GRADUACAO, ENSINO, PESQUISA E EXTENSAO";"8282 - REESTRUTURACAO E MODERNIZACAO DAS INSTITUICOES FEDERAIS DE ENSINO SUPERIOR";"REESTRUTURACAO E MODERNIZACAO DAS INSTITUICOES FEDERAIS DE ENSINO SUPERIOR";"202241630011";"99.770,00";"0,00";"0,00";"99.770,00";"0,00";"99.770,00";
"2022";"Emenda Individual - Transferências com Finalidade Definida";"3944 - CORONEL ARMANDO";"0014";"Não se aplica";"Nacional";"Defesa nacional";"Defesa terrestre";"6012 - DEFESA NACIONAL";"20XE - MANUTENCAO E MODERNIZACAO DE SISTEMAS DE COMANDO E CONTROLE DO EXERCITO";"MANUTENCAO E MODERNIZACAO DE SISTEMAS DE COMANDO E CONTROLE DO EXERCITO - DESPESAS DIVERSAS";"202239440014";"99.790,76";"99.790,76";"99.790,76";"0,00";"0,00";"0,00";
"2022";"Emenda Individual - Transferências com Finalidade Definida";"3772 - ULDURICO JUNIOR";"0003";"Não se aplica";"PORTO SEGURO - BA";"Educação";"Ensino profissional";"5012 - EDUCACAO PROFISSIONAL E TECNOLOGICA";"20RL - FUNCIONAMENTO DAS INSTITUICOES DA REDE FEDERAL DE EDUCACAO PROFISSIONAL, CIENTIFICA E TECNOLOGICA";"FUNCIONAMENTO DAS INSTITUICOES DA REDE FEDERAL DE EDUCACAO PROFISSIONAL, CIENTIFICA E TECNOLOGICA - DESPESAS DIVERSAS";"202237720003";"99.822,15";"39.343,53";"35.223,33";"77.288,82";"0,00";"51.908,82";
"2022";"Emenda Individual - Transferências com Finalidade Definida";"3733 - MOSES RODRIGUES";"0009";"Não se aplica";"CEARÁ (UF)";"Defesa nacional";"Administração geral";"0032 - PROGRAMA DE GESTAO E MANUTENCAO DO PODER EXECUTIVO";"2000 - ADMINISTRACAO DA UNIDADE";"ADMINISTRACAO DA UNIDADE - DESPESAS DIVERSAS";"202237330009";"99.825,71";"98.027,19";"88.095,60";"11.730,11";"0,00";"11.730,11";
"2022";"Emenda Individual - Transferências com Finalidade Definida";"1983 - MARIA DO ROSARIO";"0011";"Não se aplica";"RIO GRANDE DO SUL (UF)";"Educação";"Ensino superior";"5013 - EDUCACAO SUPERIOR - GRADUACAO, POS-GRADUACAO, ENSINO, PESQUISA E EXTENSAO";"20RK - FUNCIONAMENTO DE INSTITUICOES FEDERAIS DE ENSINO SUPERIOR";"FUNCIONAMENTO DE INSTITUICOES FEDERAIS DE ENSINO SUPERIOR - DESPESAS DIVERSAS";"202219830011";"99.869,00";"91.689,00";"49.080,00";"50.789,00";"0,00";"50.789,00";
"2022";"Emenda Individual - Transferências com Finalidade Definida";"4064 - ROGERIO CORREIA";"0005";"Não se aplica";"OURO PRETO - MG";"Educação";"Ensino superior";"5013 - EDUCACAO SUPERIOR - GRADUACAO, POS-GRADUACAO, ENSINO, PESQUISA E EXTENSAO";"20GK - FOMENTO AS ACOES DE GRADUACAO, POS-GRADUACAO, ENSINO, PESQUISA E EXTENSAO";"FOMENTO AS ACOES DE GRADUACAO, POS-GRADUACAO, ENSINO, PESQUISA E EXTENSAO - DESPESAS DIVERSAS";"202240640005";"99.871,94";"8.191,99";"4.000,00";"95.871,94";"541,77";"95.330,17";
"2022";"Emenda Individual - Transferências com Finalidade Definida";"1197 - PERPETUA ALMEIDA";"0003";"Não se aplica";"ACRE (UF)";"Educação";"Ensino superior";"5013 - EDUCACAO SUPERIOR - GRADUACAO, POS-GRADUACAO, ENSINO, PESQUISA E EXTENSAO";"20GK - FOMENTO AS ACOES DE GRADUACAO, POS-GRADUACAO, ENSINO, PESQUISA E EXTENSAO";"FOMENTO AS ACOES DE GRADUACAO, POS-GRADUACAO, ENSINO, PESQUISA E EXTENSAO - DESPESAS DIVERSAS";"202211970003";"99.875,97";"0,00";"0,00";"99.875,97";"0,00";"99.875,97";
"2022";"Emenda Individual - Transferências com Finalidade Definida";"3960 - DR. FREDERICO";"0003";"Não se aplica";"MINAS GERAIS (UF)";"Urbanismo";"Assistência comunitária";"2217 - DESENVOLVIMENTO REGIONAL, TERRITORIAL E URBANO";"00SX - APOIO A PROJETOS DE DESENVOLVIMENTO SUSTENTAVEL LOCAL INTEGRADO";"APOIO A PROJETOS DE DESENVOLVIMENTO SUSTENTAVEL LOCAL INTEGRADO";"202239600003";"99.879,95";"19.927,45";"8.043,50";"91.836,45";"0,00";"91.836,45";
"2022";"Emenda Individual - Transferências com Finalidade Definida";"2759 - EROS BIONDINI";"0018";"Não se aplica";"ALMENARA - MG";"Educação";"Ensino profissional";"5012 - EDUCACAO PROFISSIONAL E TECNOLOGICA";"20RL - FUNCIONAMENTO DAS INSTITUICOES DA REDE FEDERAL DE EDUCACAO PROFISSIONAL, CIENTIFICA E TECNOLOGICA";"FUNCIONAMENTO DAS INSTITUICOES DA REDE FEDERAL DE EDUCACAO PROFISSIONAL, CIENTIFICA E TECNOLOGICA";"202227590018";"99.884,54";"56.131,13";"56.131,13";"43.753,41";"0,00";"43.753,41";
"2022";"Emenda Individual - Transferências com Finalidade Definida";"3944 - CORONEL ARMANDO";"0017";"Não se aplica";"Nacional";"Defesa nacional";"Defesa terrestre";"6012 - DEFESA NACIONAL";"20XE - MANUTENCAO E MODERNIZACAO DE SISTEMAS DE COMANDO E CONTROLE DO EXERCITO";"MANUTENCAO E MODERNIZACAO DE SISTEMAS DE COMANDO E CONTROLE DO EXERCITO - DESPESAS DIVERSAS";"202239440017";"99.893,62";"99.893,62";"75.723,88";"24.169,74";"0,00";"24.169,74";
"2022";"Emenda Individual - Transferências com Finalidade Definida";"2849 - ZECA DIRCEU";"0006";"Não se aplica";"PARANÁ (UF)";"Educação";"Ensino superior";"5013 - EDUCACAO SUPERIOR - GRADUACAO, POS-GRADUACAO, ENSINO, PESQUISA E EXTENSAO";"8282 - REESTRUTURACAO E MODERNIZACAO DAS INSTITUICOES FEDERAIS DE ENSINO SUPERIOR";"REESTRUTURACAO E MODERNIZACAO DAS INSTITUICOES FEDERAIS DE ENSINO SUPERIOR";"202228490006";"99.900,93";"99.900,93";"99.900,93";"0,00";"0,00";"0,00";
"2022";"Emenda Individual - Transferências com Finalidade Definida";"4171 - ROSANA VALLE";"0017";"Não se aplica";"Nacional";"Agricultura";"Difusão do conhecimento científico e tecnológico";"2203 - PESQUISA E INOVACAO AGROPECUARIA";"8924 - TRANSFERENCIA DE TECNOLOGIAS PARA A INOVACAO PARA A AGROPECUARIA";"TRANSFERENCIA DE TECNOLOGIAS PARA A INOVACAO PARA A AGROPECUARIA - DESPESAS DIVERSAS";"202241710017";"99.932,31";"10.067,95";"10.067,95";"89.927,51";"0,00";"89.801,21";
"2022";"Emenda Individual - Transferências com Finalidade Definida";"3767 - TADEU ALENCAR";"0014";"Não se aplica";"PERNAMBUCO (UF)";"Educação";"Ensino profissional";"5012 - EDUCACAO PROFISSIONAL E TECNOLOGICA";"20RG - REESTRUTURACAO E MODERNIZACAO DAS INSTITUICOES DA REDE FEDERAL DE EDUCACAO PROFISSIONAL, CIENTIFICA E TECNOLOGICA";"REESTRUTURACAO E MODERNIZACAO DAS INSTITUICOES DA REDE FEDERAL DE EDUCACAO PROFISSIONAL, CIENTIFICA E TECNOLOGICA";"202237670014";"99.934,16";"0,00";"0,00";"99.934,16";"0,00";"99.934,16";
"2022";"Emenda Individual - Transferências com Finalidade Definida";"4212 - JOSIVALDO JP";"0010";"Não se aplica";"MARANHÃO (UF)";"Educação";"Ensino profissional";"5012 - EDUCACAO PROFISSIONAL E TECNOLOGICA";"20RG - REESTRUTURACAO E MODERNIZACAO DAS INSTITUICOES DA REDE FEDERAL DE EDUCACAO PROFISSIONAL, CIENTIFICA E TECNOLOGICA";"REESTRUTURACAO E MODERNIZACAO DAS INSTITUICOES DA REDE FEDERAL DE EDUCACAO PROFISSIONAL, CIENTIFICA E TECNOLOGICA - DESPESAS DIVERSAS";"202242120010";"99.937,46";"32.400,00";"0,00";"99.937,46";"498,00";"99.439,46";
"2022";"Emenda Individual - Transferências com Finalidade Definida";"4136 - IZALCI LUCAS";"0012";"Não se aplica";"DISTRITO FEDERAL (UF)";"Educação";"Ensino superior";"5013 - EDUCACAO SUPERIOR - GRADUACAO, POS-GRADUACAO, ENSINO, PESQUISA E EXTENSAO";"20RK - FUNCIONAMENTO DE INSTITUICOES FEDERAIS DE ENSINO SUPERIOR";"FUNCIONAMENTO DE INSTITUICOES FEDERAIS DE ENSINO SUPERIOR - DESPESAS DIVERSAS";"202241360012";"99.940,98";"0,00";"0,00";"126.190,98";"0,00";"73.690,98";
"2022";"Emenda Individual - Transferências com Finalidade Definida";"3188 - ELCIONE BARBALHO";"0005";"Não se aplica";"Nacional";"Defesa nacional";"Educação básica";"0032 - PROGRAMA DE GESTAO E MANUTENCAO DO PODER EXECUTIVO";"20XM - PRESTACAO DE ENSINO ASSISTENCIAL NOS COLEGIOS MILITARES";"PRESTACAO DE ENSINO ASSISTENCIAL NOS COLEGIOS MILITARES - DESPESAS DIVERSAS";"202231880005";"99.945,27";"99.945,27";"99.945,27";"0,00";"0,00";"0,00";
"2022";"Emenda Individual - Transferências com Finalidade Definida";"3767 - TADEU ALENCAR";"0006";"Não se aplica";"BARREIROS - PE";"Saúde";"Assistência hospitalar e ambulatorial";"5018 - ATENCAO ESPECIALIZADA A SAUDE";"8535 - ESTRUTURACAO DE UNIDADES DE ATENCAO ESPECIALIZADA EM SAUDE";"ESTRUTURACAO DE UNIDADES DE ATENCAO ESPECIALIZADA EM SAUDE - DESPESAS DIVERSAS";"202237670006";"99.948,00";"99.948,00";"99.948,00";"0,00";"0,00";"0,00";
"2022";"Emenda Individual - Transferências com Finalidade Definida";"3964 - DR. LUIZ OVANDO";"0001";"Não se aplica";"CAMPO GRANDE - MS";"Defesa nacional";"Desporto comunitário";"6011 - COOPERACAO COM O DESENVOLVIMENTO NACIONAL";"20IG - APOIO AO PROGRAMA FORCAS NO ESPORTE (PROFESP) E PROJETO JOAO DO PULO (PJP)";"APOIO AO PROGRAMA FORCAS NO ESPORTE (PROFESP) E PROJETO JOAO DO PULO (PJP)";"202239640001";"99.958,68";"58.135,70";"58.135,70";"41.822,98";"0,00";"41.822,98";
"2022";"Emenda Individual - Transferências com Finalidade Definida";"3893 - MARCIO JERRY";"0011";"Não se aplica";"PRESIDENTE DUTRA - MA";"Educação";"Ensino profissional";"5012 - EDUCACAO PROFISSIONAL E TECNOLOGICA";"20RG - REESTRUTURACAO E MODERNIZACAO DAS INSTITUICOES DA REDE FEDERAL DE EDUCACAO PROFISSIONAL, CIENTIFICA E TECNOLOGICA";"REESTRUTURACAO E MODERNIZACAO DAS INSTITUICOES DA REDE FEDERAL DE EDUCACAO PROFISSIONAL, CIENTIFICA E TECNOLOGICA - DESPESAS DIVERSAS";"202238930011";"99.960,00";"0,00";"0,00";"99.960,00";"0,00";"99.960,00";
"2022";"Emenda Individual - Transferências com Finalidade Definida";"2083 - ANDRE FIGUEIREDO";"0012";"Não se aplica";"CEARÁ (UF)";"Defesa nacional";"Administração geral";"0032 - PROGRAMA DE GESTAO E MANUTENCAO DO PODER EXECUTIVO";"2000 - ADMINISTRACAO DA UNIDADE";"ADMINISTRACAO DA UNIDADE";"202220830012";"99.962,06";"80.760,60";"0,00";"99.962,06";"0,00";"99.962,06";
"2022";"Emenda Individual - Transferências com Finalidade Definida";"4212 - JOSIVALDO JP";"0008";"Não se aplica";"MARANHÃO (UF)";"Educação";"Ensino profissional";"5012 - EDUCACAO PROFISSIONAL E TECNOLOGICA";"20RG - REESTRUTURACAO E MODERNIZACAO DAS INSTITUICOES DA REDE FEDERAL DE EDUCACAO PROFISSIONAL, CIENTIFICA E TECNOLOGICA";"REESTRUTURACAO E MODERNIZACAO DAS INSTITUICOES DA REDE FEDERAL DE EDUCACAO PROFISSIONAL, CIENTIFICA E TECNOLOGICA - DESPESAS DIVERSAS";"202242120008";"99.975,27";"55.243,27";"0,00";"99.975,27";"0,00";"99.975,27";
"2022";"Emenda Individual - Transferências com Finalidade Definida";"2925 - CARMEN ZANOTTO";"0010";"Não se aplica";"Nacional";"Agricultura";"Difusão do conhecimento científico e tecnológico";"2203 - PESQUISA E INOVACAO AGROPECUARIA";"8924 - TRANSFERENCIA DE TECNOLOGIAS PARA A INOVACAO PARA A AGROPECUARIA";"TRANSFERENCIA DE TECNOLOGIAS PARA A INOVACAO PARA A AGROPECUARIA - DESPESAS DIVERSAS";"202229250010";"99.985,56";"99.985,56";"99.985,56";"0,00";"0,00";"0,00";
"2022";"Emenda Individual - Transferências com Finalidade Definida";"4069 - SILVIO COSTA FILHO";"0007";"Não se aplica";"PERNAMBUCO (UF)";"Urbanismo";"Assistência comunitária";"2217 - DESENVOLVIMENTO REGIONAL, TERRITORIAL E URBANO";"00SX - APOIO A PROJETOS DE DESENVOLVIMENTO SUSTENTAVEL LOCAL INTEGRADO";"APOIO A PROJETOS DE DESENVOLVIMENTO SUSTENTAVEL LOCAL INTEGRADO";"202240690007";"99.990,86";"0,00";"0,00";"111.820,72";"0,00";"88.161,00";
"2022";"Emenda Individual - Transferências com Finalidade Definida";"3767 - TADEU ALENCAR";"0018";"Não se aplica";"PERNAMBUCO (UF)";"Cultura";"Difusão cultural";"5025 - CULTURA";"20ZF - PROMOCAO E FOMENTO A CULTURA BRASILEIRA";"PROMOCAO E FOMENTO A CULTURA BRASILEIRA - DESPESAS DIVERSAS";"202237670018";"99.993,14";"0,00";"0,00";"99.993,14";"0,00";"99.993,14";
"2022";"Emenda Individual - Transferências com Finalidade Definida";"3917 - BENES LEOCADIO";"0004";"Não se aplica";"RIO GRANDE DO NORTE (UF)";"Educação";"Ensino superior";"5013 - EDUCACAO SUPERIOR - GRADUACAO, POS-GRADUACAO, ENSINO, PESQUISA E EXTENSAO";"20RK - FUNCIONAMENTO DE INSTITUICOES FEDERAIS DE ENSINO SUPERIOR";"FUNCIONAMENTO DE INSTITUICOES FEDERAIS DE ENSINO SUPERIOR - DESPESAS DIVERSAS";"202239170004";"99.994,14";"29.101,06";"0,00";"99.994,14";"6.890,64";"93.103,50";
"2022";"Emenda Individual - Transferências com Finalidade Definida";"4028 - JUNIOR MANO";"0008";"Não se aplica";"Nacional";"Defesa nacional";"Desporto comunitário";"6011 - COOPERACAO COM O DESENVOLVIMENTO NACIONAL";"20IG - APOIO AO PROGRAMA FORCAS NO ESPORTE (PROFESP) E PROJETO JOAO DO PULO (PJP)";"APOIO AO PROGRAMA FORCAS NO ESPORTE (PROFESP) E PROJETO JOAO DO PULO (PJP)";"202240280008";"99.996,00";"99.996,00";"6.396,00";"93.600,00";"0,00";"93.600,00";
"2022";"Emenda Individual - Transferências com Finalidade Definida";"2517 - VINICIUS CARVALHO";"0011";"Não se aplica";"Nacional";"Defesa nacional";"Defesa naval";"6012 - DEFESA NACIONAL";"21A0 - APRESTAMENTO DAS FORCAS - MANUTENCAO DA PRONTIDAO E DA CAPACIDADE OPERATIVA";"APRESTAMENTO DAS FORCAS - MANUTENCAO DA PRONTIDAO E DA CAPACIDADE OPERATIVA - DESPESAS DIVERSAS";"202225170011";"99.997,69";"84.551,44";"75.101,44";"24.896,25";"0,00";"24.896,25";
